|     | task_0_variant   |   task_0_cpu |   task_0_gpu |   task_0_cpu_all_replicas |   task_0_gpu_all_replicas |   task_0_batch |   task_0_replicas |   task_0_latency |   task_0_throughput |   task_0_throughput_all_replicas | task_0_measured   | task_1_variant   |   task_1_cpu |   task_1_gpu |   task_1_cpu_all_replicas |   task_1_gpu_all_replicas |   task_1_batch |   task_1_replicas |   task_1_latency |   task_1_throughput |   task_1_throughput_all_replicas | task_1_measured   |   pipeline_latency |   pipeline_throughput |   pipeline_cpu |   pipeline_gpu |   pipeline_accuracy |   task_0_accuracy |   task_1_accuracy |
|  87 | yolo5n           |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.6 |               5       |              3 |              0 |                0.4  |               0.5 |               0.8 |
|  88 | yolo5n           |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.4 |               3.33333 |              3 |              0 |                0.4  |               0.5 |               0.8 |
|  89 | yolo5n           |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.5 |               3.33333 |              3 |              0 |                0.4  |               0.5 |               0.8 |
|  90 | yolo5n           |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.6 |               3.33333 |              3 |              0 |                0.4  |               0.5 |               0.8 |
|  91 | yolo5n           |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.7 |               3.33333 |              3 |              0 |                0.4  |               0.5 |               0.8 |
|  92 | yolo5n           |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.5 |               2.5     |              3 |              0 |                0.4  |               0.5 |               0.8 |
|  93 | yolo5n           |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.6 |               2.5     |              3 |              0 |                0.4  |               0.5 |               0.8 |
|  94 | yolo5n           |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.7 |               2.5     |              3 |              0 |                0.4  |               0.5 |               0.8 |
|  95 | yolo5n           |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.8 |               2.5     |              3 |              0 |                0.4  |               0.5 |               0.8 |
|  96 | yolo5n           |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.2 |              10       |              3 |              0 |                0.4  |               0.5 |               0.8 |
|  97 | yolo5n           |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.3 |               5       |              3 |              0 |                0.4  |               0.5 |               0.8 |
|  98 | yolo5n           |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.4 |               3.33333 |              3 |              0 |                0.4  |               0.5 |               0.8 |
|  99 | yolo5n           |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.5 |               2.5     |              3 |              0 |                0.4  |               0.5 |               0.8 |
| 100 | yolo5n           |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.3 |              10       |              3 |              0 |                0.4  |               0.5 |               0.8 |
| 101 | yolo5n           |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.4 |               5       |              3 |              0 |                0.4  |               0.5 |               0.8 |
| 102 | yolo5n           |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.5 |               3.33333 |              3 |              0 |                0.4  |               0.5 |               0.8 |
| 103 | yolo5n           |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.6 |               2.5     |              3 |              0 |                0.4  |               0.5 |               0.8 |
| 104 | yolo5n           |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.4 |               6.66667 |              3 |              0 |                0.4  |               0.5 |               0.8 |
| 105 | yolo5n           |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.5 |               5       |              3 |              0 |                0.4  |               0.5 |               0.8 |
| 106 | yolo5n           |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.6 |               3.33333 |              3 |              0 |                0.4  |               0.5 |               0.8 |
| 107 | yolo5n           |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.7 |               2.5     |              3 |              0 |                0.4  |               0.5 |               0.8 |
| 108 | yolo5n           |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.5 |               5       |              3 |              0 |                0.4  |               0.5 |               0.8 |
| 109 | yolo5n           |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.6 |               5       |              3 |              0 |                0.4  |               0.5 |               0.8 |
| 110 | yolo5n           |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.7 |               3.33333 |              3 |              0 |                0.4  |               0.5 |               0.8 |
| 111 | yolo5n           |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.8 |               2.5     |              3 |              0 |                0.4  |               0.5 |               0.8 |
| 112 | yolo5n           |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.2 |              20       |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 113 | yolo5n           |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.3 |              10       |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 114 | yolo5n           |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.4 |               6.66667 |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 115 | yolo5n           |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.5 |               5       |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 116 | yolo5n           |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.3 |              10       |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 117 | yolo5n           |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.4 |              10       |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 118 | yolo5n           |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.5 |               6.66667 |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 119 | yolo5n           |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.6 |               5       |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 120 | yolo5n           |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.4 |               6.66667 |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 121 | yolo5n           |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.5 |               6.66667 |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 122 | yolo5n           |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.6 |               6.66667 |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 123 | yolo5n           |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.7 |               5       |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 124 | yolo5n           |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.5 |               5       |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 125 | yolo5n           |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.6 |               5       |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 126 | yolo5n           |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.7 |               5       |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 127 | yolo5n           |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet34         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.8 |               5       |              4 |              0 |                0.4  |               0.5 |               0.8 |
| 128 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.2 |              10       |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 129 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.3 |               5       |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 130 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.4 |               3.33333 |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 131 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.5 |               2.5     |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 132 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.3 |               5       |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 133 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.4 |               5       |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 134 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.5 |               3.33333 |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 135 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.6 |               2.5     |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 136 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.4 |               3.33333 |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 137 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.5 |               3.33333 |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 138 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet18         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.6 |               3.33333 |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 139 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet18         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.7 |               2.5     |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 140 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.5 |               2.5     |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 141 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.6 |               2.5     |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 142 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet18         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.7 |               2.5     |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 143 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet18         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.8 |               2.5     |              3 |              0 |                0.4  |               0.8 |               0.5 |
| 144 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.2 |              10       |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 145 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.3 |              10       |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 146 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.4 |               6.66667 |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 147 | yolo5s           |            2 |            0 |                         2 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.5 |               5       |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 148 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.3 |               5       |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 149 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.4 |               5       |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 150 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.5 |               5       |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 151 | yolo5s           |            2 |            0 |                         2 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.6 |               5       |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 152 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.4 |               3.33333 |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 153 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.5 |               3.33333 |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 154 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.6 |               3.33333 |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 155 | yolo5s           |            2 |            0 |                         2 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.7 |               3.33333 |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 156 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.5 |               2.5     |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 157 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet18         |            1 |            0 |                         2 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              |                0.6 |               2.5     |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 158 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet18         |            1 |            0 |                         2 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             |                0.7 |               2.5     |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 159 | yolo5s           |            2 |            0 |                         2 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              | resnet18         |            1 |            0 |                         2 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              |                0.8 |               2.5     |              4 |              0 |                0.4  |               0.8 |               0.5 |
| 160 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.2 |              10       |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 161 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.3 |               5       |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 162 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.4 |               3.33333 |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 163 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.5 |               2.5     |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 164 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.3 |              10       |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 165 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.4 |               5       |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 166 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.5 |               3.33333 |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 167 | yolo5s           |            2 |            0 |                         4 |                         0 |              2 |                 2 |              0.2 |             5       |                         10       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.6 |               2.5     |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 168 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.4 |               6.66667 |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 169 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.5 |               5       |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 170 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.6 |               3.33333 |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 171 | yolo5s           |            2 |            0 |                         4 |                         0 |              3 |                 2 |              0.3 |             3.33333 |                          6.66667 | False             | resnet18         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.7 |               2.5     |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 172 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              1 |                 1 |              0.1 |            10       |                         10       | True              |                0.5 |               5       |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 173 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              2 |                 1 |              0.2 |             5       |                          5       | True              |                0.6 |               5       |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 174 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              3 |                 1 |              0.3 |             3.33333 |                          3.33333 | False             |                0.7 |               3.33333 |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 175 | yolo5s           |            2 |            0 |                         4 |                         0 |              4 |                 2 |              0.4 |             2.5     |                          5       | True              | resnet18         |            1 |            0 |                         1 |                         0 |              4 |                 1 |              0.4 |             2.5     |                          2.5     | True              |                0.8 |               2.5     |              5 |              0 |                0.4  |               0.8 |               0.5 |
| 176 | yolo5s           |            2 |            0 |                         4 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              | resnet18         |            1 |            0 |                         2 |                         0 |              1 |                 2 |              0.1 |            10       |                         20       | True              |                0.2 |              20       |              6 |              0 |                0.4  |               0.8 |               0.5 |
